"Profit Center","Ergebnisplan Plan/Ist Kämmerer","1 Steuern und ähnliche Abgaben","2 + Zuwendungen und allgemeine Umlagen","3 + Sonstige Transfererträge","4 + Öffentlich-rechtliche Leistungsent-gelte","5 + Privatrecht-liche Leistungs-entgelte","6 + Kostenerstatt-ungen und Kostenumlagen","7 + Sonstige ordentliche Ertäge","8 + Aktivierte Eigenleistungen","10 = Ordentliche Erträge","11 - Personalauf-wendungen","12 - Versorgungsaufwendungen","13 - Aufwendungen für Sach- und Dienstleis-tungen","14 - Bilanzielle Abschreibungen","15 - Transferaufwen-dungen","16 - Sonstige ordentliche Aufwendungen","17 = Ordentliche Aufwendungen","18 = Ergebnis der laufenden Verwaltungs-tätigkeit
(= 10 + 17)","19 + Finanzerträge","20 - Zinsen und ähnliche Finanzaufwen-dungen","21 = Finanzergebnis
(= 19 + 20)","22 = Ordentliches Ergebnis
(= 18 + 21))","23 + Außerordent-liche Erträge","24 - Außerordent-liche Aufwendungen","25 = Außerordent-liches Ergebnis
(= 23 + 24)","26 = Jahresergebnis
(= 22 + 25)","27 + Erträge aus internen Leistungsbe-ziehungen","28 - Aufwendungen aus internen Leistungsbe-ziehungen","29 = Ergebnis
(= 26, 27, 28)"
"Plan 2012",,,-36.268,,,-1.326.132,-206.250,-100,,-1.568.750,4.208.313,18.632,3.200.645,697.096,,88.974,8.213.659,6.644.908,,,,6.644.908,-100,,-100,6.644.808,-534.312,459.828,6.570.324
"Plan 2013",,,-36.268,,,-1.146.683,-206.250,-100,,-1.389.301,3.828.755,27.232,2.864.390,687.826,,89.069,7.497.272,6.107.970,,,,6.107.970,-100,,-100,6.107.870,-534.312,448.030,6.021.588
"Plan 2014",,,-36.268,,,-1.146.683,-206.250,-100,,-1.389.301,3.878.996,26.911,2.842.060,681.876,,89.038,7.518.882,6.129.581,,,,6.129.581,-100,,-100,6.129.481,-534.312,443.330,6.038.499
"Plan 2015",,,-36.268,,,-1.146.683,-206.250,-100,,-1.389.301,3.892.581,26.949,2.864.267,681.892,,89.040,7.554.730,6.165.429,,,,6.165.429,-100,,-100,6.165.329,-534.312,446.576,6.077.592
"4203","Olympiastützpunkt, Bereitst. u. Betrieb",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-151.424,,,-165.040,-81,-28.430,,-344.975,407.493,71.782,422.023,153.676,172.899,105.081,1.332.955,987.979,,5.377,5.377,993.356,-2,3,2,993.358,-9.704,74.493,1.058.147
"Ansatz 2010",,,-110.360,,,-102.000,-44,-95.900,,-308.304,318.969,23.529,290.069,115.033,161.200,131.405,1.040.205,731.902,,,,731.902,-100,,-100,731.802,-8.526,71.153,794.428
"Ansatz 2011",,,-110.342,,,-102.000,-44,-95.900,,-308.285,333.628,30.986,270.158,96.847,161.200,131.405,1.024.224,715.938,,,,715.938,-100,,-100,715.838,-8.526,69.594,776.906
"Plan 2012",,,-150.474,,,-75.126,,-100,,-225.700,325.312,20.848,319.324,149.065,161.200,110.701,1.086.450,860.750,,,,860.750,-100,,-100,860.650,-6.627,61.873,915.895
"Plan 2013",,,-150.474,,,-75.126,,-100,,-225.700,311.910,30.522,319.324,148.747,161.200,110.833,1.082.537,856.836,,,,856.836,-100,,-100,856.736,-6.627,62.795,912.904
"Plan 2014",,,-150.474,,,-75.126,,-100,,-225.700,311.065,30.205,319.324,148.801,161.200,110.791,1.081.387,855.687,,,,855.687,-100,,-100,855.587,-6.627,62.115,911.075
"Plan 2015",,,-150.474,,,-75.126,,-100,,-225.700,312.528,30.325,319.324,148.740,161.200,110.794,1.082.911,857.211,,,,857.211,-100,,-100,857.111,-6.627,62.474,912.958
"4204","Förderung des Sports",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-104.006,,,,-40,-17.058,,-121.104,191.609,35.227,42.565,2.346,660.728,56.018,988.492,867.388,,,,867.388,-1,1,1,867.388,,67.273,934.661
"Ansatz 2010",,,-11.407,,,,-22,-100,,-11.528,169.115,7.517,6.705,22.033,457.200,33.082,695.653,684.125,,,,684.125,,,,684.125,,92.396,776.521
"Ansatz 2011",,,-24.226,,,,-22,-100,,-24.348,176.297,9.919,6.705,42.038,487.200,32.782,754.942,730.594,,,,730.594,,,,730.594,,68.663,799.257
"Plan 2012",,,-12.445,,,,,-100,,-12.545,182.240,9.802,10.305,14.469,487.200,29.187,733.203,720.658,,,,720.658,,,,720.658,,88.803,809.461
"Plan 2013",,,-25.113,,,,,-100,,-25.213,171.367,14.303,10.305,29.111,487.200,29.223,741.509,716.296,,,,716.296,,,,716.296,,89.425,805.722
"Plan 2014",,,-38.018,,,,,-100,,-38.118,170.800,14.111,10.305,44.027,487.200,29.212,755.655,717.537,,,,717.537,,,,717.537,,89.008,806.545
"Plan 2015",,,-51.168,,,,,-100,,-51.268,171.319,14.097,10.305,59.227,487.200,29.212,771.360,720.092,,,,720.092,,,,720.092,,89.308,809.400
"4205","Beteiligung im Bereich Sportstätten",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"Ansatz 2010",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"Ansatz 2011",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"Plan 2012",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"Plan 2013",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"Plan 2014",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"Plan 2015",,,,,,,,,,,,,,,81.541,,81.541,81.541,,,,81.541,,,,81.541,,,81.541
"4206","Unterhaltung Sportstätten",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ansatz 2010",,,,,,,-9,,,-9,1.159.897,5.860,297.577,13.292,,26.774,1.503.400,1.503.391,,,,1.503.391,,,,1.503.391,-1.723.280,102.730,-117.159
"Ansatz 2011",,,,,,,-9,,,-9,1.099.703,8.107,281.500,16.385,,30.844,1.436.538,1.436.529,,,,1.436.529,,,,1.436.529,-1.499.639,60.010,-3.099
"Plan 2012",,,-97,,,,,,,-97,744.790,4.780,296.947,16.980,,31.484,1.094.982,1.094.885,,,,1.094.885,,4,4,1.094.889,-1.051.942,110.759,153.706
"Plan 2013",,,-96,,,,,,,-96,689.878,6.995,293.415,62.726,,31.501,1.084.516,1.084.419,,,,1.084.419,,4,4,1.084.423,-1.051.880,111.887,144.430
"Plan 2014",,,-88,,,,,,,-88,683.357,6.911,283.861,94.508,,31.433,1.100.070,1.099.981,,,,1.099.981,,4,4,1.099.986,-1.051.818,111.111,159.278
"Plan 2015",,,-87,,,,,,,-87,674.150,6.932,283.715,124.911,,31.385,1.121.094,1.121.007,,,,1.121.007,,4,4,1.121.011,-1.051.785,111.934,181.161
"5101","Planung u. Entwicklung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-1.682.681,,-844,-79.704,-647,-396.982,-65.967,-2.226.824,1.765.454,582.532,681.752,15.772,315.087,439.712,3.800.309,1.573.484,,,,1.573.484,-11,22,11,1.573.495,-7.454,1.599.602,3.165.643
"Ansatz 2010",,,-1.368.245,,,-80.000,-324,-360.174,,-1.808.744,1.572.502,178.193,1.701.160,89.435,,117.494,3.658.784,1.850.040,,,,1.850.040,,,,1.850.040,-13.256,492.699,2.329.483
"Ansatz 2011",,,-1.416.685,,,-80.000,-324,-395.450,,-1.892.459,1.505.748,232.687,1.701.319,161.454,,117.294,3.718.501,1.826.042,,,,1.826.042,,,,1.826.042,-12.880,489.632,2.302.795
"Plan 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plan 2013",,,,,,,,,,,,,,2.025,,,2.025,2.025,,,,2.025,,,,2.025,,,2.025
"Plan 2014",,,,,,,,,,,,,,2.415,,,2.415,2.415,,,,2.415,,,,2.415,,,2.415
"Plan 2015",,,,,,,,,,,,,,2.815,,,2.815,2.815,,,,2.815,,,,2.815,,,2.815
"5102","Bauleit- und Entwicklungsplanung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-170.396,,-3.885,,-96.429,-217.681,-967,-489.358,3.203.028,506.487,2.220.528,37.115,4.410,187.693,6.159.261,5.669.903,,,,5.669.903,72,-148,-76,5.669.827,-264.982,1.030.895,6.435.740
"Ansatz 2010",,,,,-5.600,,-7.948,,,-13.548,2.792.092,158.312,1.763.636,4.065,,297.293,5.015.397,5.001.849,,,,5.001.849,,,,5.001.849,-411.518,1.108.073,5.698.404
"Ansatz 2011",,,,,-5.600,,-37.948,,,-43.548,2.743.958,205.699,1.658.077,1.972,,248.538,4.858.244,4.814.696,,,,4.814.696,,,,4.814.696,-408.973,1.092.632,5.498.355
"Plan 2012",,,-3.170.041,,-5.600,-80.000,-37.700,-320.000,,-3.613.341,3.291.962,191.204,6.668.972,8.369,,332.991,10.493.499,6.880.158,,,,6.880.158,,,,6.880.158,-413.796,1.168.417,7.634.780
"Plan 2013",,,-1.730.000,,-5.600,-80.000,-67.700,-320.000,,-2.203.300,3.290.924,265.566,3.688.972,29.461,,334.103,7.609.025,5.405.725,,,,5.405.725,,,,5.405.725,-414.188,1.110.987,6.102.524
"Plan 2014",,,-625.000,,-5.600,-80.000,-97.700,-300.000,,-1.108.300,3.225.181,253.782,1.226.472,30.290,,333.712,5.069.436,3.961.136,,,,3.961.136,,,,3.961.136,-413.793,1.042.282,4.589.626
"Plan 2015",,,-1.000.000,,-5.600,-80.000,-97.700,-300.000,,-1.483.300,3.133.399,242.941,1.226.472,31.244,,333.684,4.967.740,3.484.440,,,,3.484.440,,,,3.484.440,-413.791,1.040.998,4.111.647
"5103","Geoinformation und Kataster",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-214.208,,-517.649,-20.532,-12.992,-636.472,,-1.401.853,9.092.277,1.328.971,182.974,2.453.641,,448.151,13.506.013,12.104.160,,,,12.104.160,-30,64,35,12.104.195,-2.335.910,1.725.963,11.494.248
"Ansatz 2010",,,-876,,-744.900,-50.100,-642,-600,,-797.118,8.823.793,422.070,636.068,74.993,,830.613,10.787.537,9.990.419,,,,9.990.419,,,,9.990.419,-989.861,1.805.471,10.806.029
"Ansatz 2011",,,,,-324.700,-377.900,-642,-600,,-703.842,8.402.001,565.738,636.537,22.447,,827.178,10.453.901,9.750.060,,,,9.750.060,,,,9.750.060,-982.435,1.768.789,10.536.414
"Plan 2012",,,-192.389,,-312.700,-389.800,,,,-894.889,8.266.226,415.394,649.676,978.268,,832.183,11.141.747,10.246.858,,,,10.246.858,,,,10.246.858,-553.709,1.646.206,11.339.355
"Plan 2013",,,-187.543,,-312.700,-389.800,,,,-890.043,8.253.850,607.869,649.675,982.876,,834.678,11.328.948,10.438.905,,,,10.438.905,,,,10.438.905,-553.790,1.664.651,11.549.766
"Plan 2014",,,-183.177,,-312.700,-389.800,,,,-885.677,8.152.238,600.749,649.675,988.636,,833.884,11.225.182,10.339.505,,,,10.339.505,,,,10.339.505,-553.229,1.653.113,11.439.389
"Plan 2015",,,-176.828,,-312.700,-389.800,,,,-879.328,7.505.274,569.612,649.676,992.291,,833.794,10.550.646,9.671.318,,,,9.671.318,,,,9.671.318,-553.229,1.637.634,10.755.722
"5201","Bauverwaltung und Wohnen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-86,,-92.983,,-79.256,-218.389,-181,-390.894,2.100.131,519.993,1.342.645,14.454,11.955,112.888,4.102.067,3.711.172,-50,,-50,3.711.122,14,-28,-14,3.711.109,-1.364.612,330.978,2.677.475
"Ansatz 2010",,,-1.703.800,,-86.000,,-176.862,-1.200,,-1.967.862,2.001.739,183.469,3.514.383,4.847,200.500,170.320,6.075.258,4.107.396,,,,4.107.396,,,,4.107.396,-271.159,476.459,4.312.696
"Ansatz 2011",,,-5.625.900,,-100.000,,-46.361,-1.200,,-5.773.461,1.908.019,236.216,6.972.126,2.426,110.000,170.320,9.399.108,3.625.646,,,,3.625.646,,,,3.625.646,-270.472,464.849,3.820.024
"Plan 2012",,,-223,,-100.000,,-36.000,-1.200,,-137.423,1.353.885,107.058,7.159,3.690,,61.800,1.533.594,1.396.170,,,,1.396.170,,,,1.396.170,,113.581,1.509.751
"Plan 2013",,,-223,,-100.000,,-36.000,-1.200,,-137.423,1.379.555,152.475,7.161,3.690,,62.399,1.605.281,1.467.858,,,,1.467.858,,,,1.467.858,,117.390,1.585.248
"Plan 2014",,,-223,,-100.000,,-36.000,-1.200,,-137.423,1.336.821,144.430,7.161,3.690,,62.180,1.554.284,1.416.860,,,,1.416.860,,,,1.416.860,,114.744,1.531.604
"Plan 2015",,,-215,,-100.000,,-36.000,-1.200,,-137.415,1.300.862,137.668,7.159,3.681,,62.166,1.511.536,1.374.122,,,,1.374.122,,,,1.374.122,,113.995,1.488.116
"5202","Bauordnung und Denkmalschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-6.795,,-2.541.167,-29.389,-1.423,-599.548,,-3.178.323,5.082.266,1.425.429,126.981,21.377,,248.590,6.904.643,3.726.320,68,,68,3.726.388,-72,148,76,3.726.464,-37.649,786.592,4.475.407
"Ansatz 2010",,,-860,,-2.457.600,,-21.291,-40.500,,-2.520.251,5.308.149,469.667,189.635,7.291,,452.057,6.426.799,3.906.548,,,,3.906.548,,,,3.906.548,-5.707,977.271,4.878.112
"Ansatz 2011",,,,,-2.509.000,,-21.290,-40.500,,-2.570.790,5.269.263,610.395,190.430,2.327,,445.812,6.518.226,3.947.436,,,,3.947.436,,,,3.947.436,-5.707,965.385,4.907.114
"Plan 2012",,,-1.205,,-2.509.000,,-20.500,-40.500,,-2.571.205,5.420.204,464.215,193.028,4.136,,498.663,6.580.245,4.009.040,,,,4.009.040,,,,4.009.040,-5.748,919.085,4.922.377
"Plan 2013",,,-1.160,,-2.527.000,,-20.500,-40.500,,-2.589.160,5.409.415,642.971,193.028,4.933,,501.182,6.751.528,4.162.368,,,,4.162.368,,,,4.162.368,-5.748,931.571,5.088.191
"Plan 2014",,,-1.159,,-2.527.000,,-20.500,-40.500,,-2.589.159,5.313.212,619.661,193.028,5.791,,500.312,6.632.003,4.042.845,,,,4.042.845,,,,4.042.845,-5.748,923.164,4.960.260
"Plan 2015",,,-935,,-2.527.000,,-20.500,-40.500,,-2.588.935,5.161.015,598.001,193.028,6.511,,500.260,6.458.814,3.869.879,,,,3.869.879,,,,3.869.879,-5.748,920.350,4.784.480
"5301","Abfallwirtschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-39,,-20,,-40.840,-26.910,,-67.809,238.112,67.986,3.461,533,,6.203,316.296,248.487,,,,248.487,48,-96,-48,248.439,-45.386,70.254,273.308
"Ansatz 2010",,,-24,,,,-32.904,,,-32.928,256.988,22.628,5.205,40,,11.733,296.593,263.665,,,,263.665,,,,263.665,-124.643,173.031,312.053
"Ansatz 2011",,,,,,,-32.904,,,-32.904,259.259,27.519,5.182,8,,11.733,303.702,270.797,,,,270.797,,,,270.797,-122.326,170.354,318.825
"Plan 2012",,,-25,,,,-36.021,-1.000,,-37.046,271.343,26.092,4.842,110,,15.417,317.804,280.758,,,,280.758,,,,280.758,-46.082,72.327,307.003
"Plan 2013",,,-25,,,,-36.021,-1.000,,-37.046,301.436,42.495,4.239,111,,15.567,363.849,326.803,,,,326.803,,,,326.803,-46.285,74.176,354.694
"Plan 2014",,,-24,,,,-36.021,-1.000,,-37.045,301.465,39.900,4.239,44,,15.503,361.151,324.106,,,,324.106,,,,324.106,-46.060,73.627,351.674
"Plan 2015",,,-24,,,,-36.021,-1.000,,-37.045,304.160,40.104,4.239,44,,15.506,364.054,327.010,,,,327.010,,,,327.010,-46.053,73.800,354.757
"5302","Abfallüberwachung u. -vermeidung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-52,,-2.400,,-54.737,-40.051,,-97.241,260.452,91.332,2.797,573,,7.853,363.008,265.767,,,,265.767,-18,35,18,265.785,,30.813,296.598
"Ansatz 2010",,,-38,,-600,,-43.701,-1.000,,-45.339,236.698,30.512,5.178,57,,16.546,288.991,243.652,,,,243.652,,,,243.652,,64.751,308.403
"Ansatz 2011",,,,,-600,,-43.700,-1.000,,-45.300,237.838,37.123,5.167,8,,16.546,296.681,251.381,,,,251.381,,,,251.381,,64.168,315.548
"Plan 2012",,,-25,,-600,,-48.278,-500,,-49.404,234.329,24.773,4.509,103,,13.840,277.554,228.150,,,,228.150,,,,228.150,,22.692,250.842
"Plan 2013",,,-25,,-600,,-48.278,-500,,-49.404,257.963,39.452,3.906,104,,13.981,315.406,266.003,,,,266.003,,,,266.003,,24.049,290.051
"Plan 2014",,,-25,,-600,,-48.278,-500,,-49.403,255.623,36.847,3.906,46,,13.920,310.342,260.939,,,,260.939,,,,260.939,,23.699,284.637
"Plan 2015",,,-24,,-600,,-48.278,-500,,-49.403,257.745,37.012,3.906,47,,13.923,312.633,263.230,,,,263.230,,,,263.230,,23.843,287.073
"5303","Öffentliche Gewässer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-79,,,,-73,-48.232,-6.762,-55.146,173.078,76.352,136.126,163.940,,16.483,565.980,510.833,,,,510.833,-24,51,26,510.860,,415.502,926.362
"Ansatz 2010",,,,,,,-39,,,-39,192.954,24.374,157.323,7.505,,59.438,441.595,441.556,,,,441.556,,,,441.556,,284.391,725.947
"Ansatz 2011",,,,,,,-39,,,-39,222.315,32.540,147.260,10.161,,59.438,471.714,471.675,,,,471.675,,,,471.675,,285.046,756.721
"Plan 2012",,,,,,,,-200.000,,-200.000,403.932,29.911,145.845,168.105,,49.481,797.274,597.274,,,,597.274,,,,597.274,,292.023,889.296
"Plan 2013",,,,,,,,-200.000,,-200.000,425.426,43.465,145.845,174.342,,49.665,838.743,638.743,,,,638.743,,,,638.743,,294.500,933.242
"Plan 2014",,,,,,,,-200.000,,-200.000,406.481,42.469,145.845,174.509,,49.605,818.908,618.908,,,,618.908,,,,618.908,,293.622,912.530
"Plan 2015",,,,,,,,-200.000,,-200.000,397.243,42.085,145.845,175.689,,49.606,810.467,610.467,,,,610.467,,,,610.467,,293.856,904.323
"5304","Abwasserbeseitigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-723.528,,-67.063.104,-11.234,-13.111,-388.177,-532.005,-68.731.159,4.112.400,641.794,1.164.170,11.931.535,,25.217.124,43.067.022,-25.664.137,,111,111,-25.664.026,-25,53,28,-25.663.999,-371.370,5.180.722,-20.854.646
"Ansatz 2010",,,,,-65.324.400,-7.000,-12.825,-1.200,-698.287,-66.043.712,3.895.658,205.072,1.929.295,235.527,,27.794.082,34.059.635,-31.984.077,,,,-31.984.077,-23.300,,-23.300,-32.007.377,-53.982,6.384.403,-25.676.956
"Ansatz 2011",,,,,-65.574.400,-7.000,-12.825,-1.200,-734.089,-66.329.514,4.990.532,273.775,1.905.747,457.677,,27.794.082,35.421.814,-30.907.700,,,,-30.907.700,-23.300,,-23.300,-30.931.000,-53.374,5.635.626,-25.348.747
"Plan 2012",,,-520.431,,-65.724.400,-7.000,-12.500,-1.200,-982.668,-67.248.199,4.641.728,243.961,1.891.064,12.023.300,,27.701.087,46.501.139,-20.747.060,,,,-20.747.060,-23.300,,-23.300,-20.770.360,-51.411,5.256.128,-15.565.642
"Plan 2013",,,-520.270,,-65.724.400,-7.000,-12.500,-1.200,-1.021.335,-67.286.705,4.868.727,354.859,1.891.064,12.363.290,,27.702.581,47.180.521,-20.106.183,,,,-20.106.183,-23.300,,-23.300,-20.129.483,-51.504,5.317.911,-14.863.077
"Plan 2014",,,-519.978,,-65.724.400,-7.000,-12.500,-1.200,-970.643,-67.235.721,4.645.940,347.277,1.891.064,12.683.471,,27.702.091,47.269.842,-19.965.878,,,,-19.965.878,-23.300,,-23.300,-19.989.178,-51.405,5.301.231,-14.739.353
"Plan 2015",,,-518.223,,-65.724.400,-7.000,-12.500,-1.200,-946.102,-67.209.424,4.537.191,344.753,1.891.064,12.922.837,,27.702.102,47.397.947,-19.811.478,,,,-19.811.478,-23.300,,-23.300,-19.834.778,-51.403,5.321.144,-14.565.038
"5305","Beteiligung ewmr/Holding",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ansatz 2010",,,,,,,,-485.300,,-485.300,,,,,,506.400,506.400,21.100,-2.400.000,,-2.400.000,-2.378.900,,,,-2.378.900,,,-2.378.900
"Ansatz 2011",,,,,,,,-506.400,,-506.400,,,,,,506.400,506.400,,-2.400.000,,-2.400.000,-2.400.000,,,,-2.400.000,,,-2.400.000
"Plan 2012",,,,,,,,-506.400,,-506.400,,,,,,506.400,506.400,,-2.400.000,,-2.400.000,-2.400.000,,,,-2.400.000,,,-2.400.000
"Plan 2013",,,,,,,,-506.400,,-506.400,,,,,,306.400,306.400,-200.000,-2.400.000,,-2.400.000,-2.600.000,,,,-2.600.000,,,-2.600.000
"Plan 2014",,,,,,,,-506.400,,-506.400,,,,,,306.400,306.400,-200.000,-2.400.000,,-2.400.000,-2.600.000,,,,-2.600.000,,,-2.600.000
"Plan 2015",,,,,,,,-506.400,,-506.400,,,,,,306.400,306.400,-200.000,-2.400.000,,-2.400.000,-2.600.000,,,,-2.600.000,,,-2.600.000
"5306","Beteiligung Stadtwerke",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,,,,,,-23.219.718,,-23.219.718,,,,,,,,-23.219.718,,,,-23.219.718,,,,-23.219.718,,,-23.219.718
"Ansatz 2010",,,,,,,,-24.000.000,,-24.000.000,,,,,,,,-24.000.000,-100,,-100,-24.000.100,,,,-24.000.100,,,-24.000.100
"Ansatz 2011",,,,,,,,-24.000.000,,-24.000.000,,,,,,,,-24.000.000,-100,,-100,-24.000.100,,,,-24.000.100,,,-24.000.100
"Plan 2012",,,,,,,,-24.000.000,,-24.000.000,,,,,,,,-24.000.000,,,,-24.000.000,,,,-24.000.000,,,-24.000.000
"Plan 2013",,,,,,,,-24.000.000,,-24.000.000,,,,,,,,-24.000.000,,,,-24.000.000,,,,-24.000.000,,,-24.000.000
"Plan 2014",,,,,,,,-24.000.000,,-24.000.000,,,,,,,,-24.000.000,,,,-24.000.000,,,,-24.000.000,,,-24.000.000
"Plan 2015",,,,,,,,-24.000.000,,-24.000.000,,,,,,,,-24.000.000,,,,-24.000.000,,,,-24.000.000,,,-24.000.000
"5401","Verkehrsflächen, Signalanl. u Beleuchtun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-9.849.598,,-8.403.299,-61.029,-270.239,-635.698,-709.554,-19.929.418,4.905.251,891.135,19.117.534,26.060.296,165.000,1.345.098,52.484.314,32.554.896,,1.633,1.633,32.556.529,28,-55,-27,32.556.502,-369.526,6.209.982,38.396.958
"Ansatz 2010",,,-1.698.992,,-1.893.600,-178.500,-172.919,-1.387,-490.173,-4.435.570,4.470.626,302.029,20.376.956,237.601,,3.527.037,28.914.248,24.478.678,,,,24.478.678,-35.100,,-35.100,24.443.578,-455.925,7.980.040,31.967.693
"Ansatz 2011",,,-311.784,,-1.926.600,-178.500,-70.118,-1.387,-512.164,-3.000.553,4.685.386,403.206,22.181.384,554.297,,1.207.037,29.031.309,26.030.756,,,,26.030.756,-35.100,,-35.100,25.995.656,-424.201,7.152.638,32.724.094
"Plan 2012",,,-10.170.305,,-1.926.600,-178.500,-172.400,-6.458.878,-426.080,-19.332.763,5.907.917,354.899,24.327.117,26.319.353,,1.517.818,58.427.104,39.094.341,,,,39.094.341,-35.100,,-35.100,39.059.241,-408.509,7.846.998,46.497.730
"Plan 2013",,,-10.183.956,,-1.926.600,-178.500,-172.400,-6.458.842,-441.562,-19.361.861,6.195.666,516.317,23.582.493,26.724.399,,1.519.953,58.538.827,39.176.967,,,,39.176.967,-35.100,,-35.100,39.141.867,-408.922,7.909.706,46.642.650
"Plan 2014",,,-10.359.236,,-1.926.600,-178.500,-172.400,-5.979.318,-420.981,-19.037.035,5.929.764,505.566,24.891.078,25.521.917,,1.519.255,58.367.579,39.330.544,,,,39.330.544,-35.100,,-35.100,39.295.444,-408.504,7.838.534,46.725.474
"Plan 2015",,,-9.557.261,,-1.926.600,-178.500,-172.400,-5.979.300,-410.685,-18.224.746,5.798.783,502.162,23.177.363,25.748.305,,1.519.270,56.745.883,38.521.137,,,,38.521.137,-35.100,,-35.100,38.486.037,-408.501,7.855.601,45.933.137
"5402","Stadtbahn und ÖPNV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-1.189.155,,,-599,-273,-134.672,-2.906,-1.327.604,1.486.846,233.349,622.377,1.368.886,,40.036,3.751.494,2.423.891,,293.500,293.500,2.717.391,35,-77,-42,2.717.349,-119.079,415.487,3.013.757
"Ansatz 2010",,,-62.018,,,,-145,-1.600,,-63.763,1.379.782,84.088,600.772,69.873,,65.937,2.200.451,2.136.688,-5.000,,-5.000,2.131.688,-500,,-500,2.131.188,-73.836,297.581,2.354.933
"Ansatz 2011",,,-130.351,,,,-145,-1.600,,-132.096,1.446.429,112.243,589.866,153.140,,65.937,2.367.615,2.235.519,-5.000,,-5.000,2.230.519,-500,,-500,2.230.019,-71.887,296.062,2.454.193
"Plan 2012",,,-1.244.807,,,,,-1.600,,-1.246.407,1.558.131,97.395,850.224,1.425.990,,151.823,4.083.563,2.837.156,-5.000,,-5.000,2.832.156,-500,,-500,2.831.656,-70.228,304.466,3.065.894
"Plan 2013",,,-1.238.541,,,,,-1.600,,-1.240.141,1.634.919,141.751,830.224,1.427.355,,152.407,4.186.656,2.946.514,-5.000,,-5.000,2.941.514,-500,,-500,2.941.014,-70.498,311.539,3.182.055
"Plan 2014",,,-1.207.321,,,,,-1.600,,-1.208.921,1.565.390,138.907,830.224,1.393.379,,152.216,4.080.116,2.871.195,-5.000,,-5.000,2.866.195,-500,,-500,2.865.695,-70.223,305.891,3.101.363
"Plan 2015",,,-1.176.105,,,,,-1.600,,-1.177.705,1.531.512,138.101,760.224,1.358.068,,152.221,3.940.127,2.762.422,-5.000,,-5.000,2.757.422,-500,,-500,2.756.922,-70.221,303.108,2.989.809
"5403","Nahverkehrsangelegenheiten ÖPNV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ergebnis 2009",,,-15,,,,-294.893,-22.936,,-317.843,145.712,55.458,358.988,496,82.135,16.023,658.812,340.969,,,,340.969,-3,6,3,340.971,,52.538,393.510
"Ansatz 2010",,,,,,,-295.047,,,-295.047,86.749,18.209,297.069,190,,9.196,411.413,116.366,,,,116.366,,,,116.366,,33.304,149.670
"Ansatz 2011",,,,,,,-295.048,,,-295.048,87.497,23.853,297.080,95,,9.196,417.721,122.673,,,,122.673,,,,122.673,,33.199,155.872
"Plan 2012",,,,,,,-295.000,,,-295.000,3.274,,295.000,,,,298.274,3.274,,,,3.274,,,,3.274,,8.286,11.560
"Plan 2013",,,,,,,-295.000,,,-295.000,3.382,,295.000,,,,298.382,3.382,,,,3.382,,,,3.382,,8.537,11.919
"Plan 2014",,,,,,,-295.000,,,-295.000,3.258,,295.000,,,,298.258,3.258,,,,3.258,,,,3.258,,8.396,11.654
"Plan 2015",,,,,,,-295.000,,,-295.000,3.200,,295.000,,,,298.200,3.200,,,,3.200,,,,3.200,,8.481,11.680
